City_ID,City,Country,Date,Lat,Lng,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed
255,San Juan,AR,2021-08-08 23:58:46,-31.5375,-68.5364,few clouds,45.7,74,19,20.27
256,Hualmay,PE,2021-08-08 23:50:44,-11.0964,-77.6139,scattered clouds,62.47,82,40,13.06
257,Sakakah,SA,2021-08-09 00:00:41,29.9697,40.2064,clear sky,86.02,22,0,8.16
258,Anadyr,RU,2021-08-09 00:00:42,64.75,177.4833,scattered clouds,57.7,58,40,13.42
259,Vanderhoof,CA,2021-08-09 00:00:42,54.0166,-124.0198,clear sky,79.05,33,3,5.91
260,Tromso,NO,2021-08-08 23:59:15,69.6496,18.957,broken clouds,63.25,82,75,2.3
261,Hithadhoo,MV,2021-08-09 00:00:43,-0.6,73.0833,light rain,79.95,76,98,4.59
262,Iisalmi,FI,2021-08-08 23:59:07,63.5592,27.1907,overcast clouds,62.62,96,100,6.73
263,Hassleholm,SE,2021-08-09 00:00:44,56.1591,13.7664,broken clouds,60.35,99,73,5.86
264,Carbondale,US,2021-08-09 00:00:45,37.7273,-89.2168,very heavy rain,84.49,71,40,19.57
265,Kaitangata,NZ,2021-08-08 23:58:42,-46.2817,169.8464,overcast clouds,43.09,75,90,10.42
266,Huangchuan,CN,2021-08-09 00:00:45,32.1272,115.0394,moderate rain,72.55,93,100,10.54
267,Labuhan,ID,2021-08-08 23:56:52,-6.8844,112.2051,scattered clouds,78.67,84,40,7.7
268,Teknaf,BD,2021-08-09 00:00:46,20.8624,92.3058,overcast clouds,79.48,88,99,2.62
269,Portland,US,2021-08-08 23:57:32,45.5234,-122.6762,scattered clouds,80.71,44,38,1.99
270,La Primavera,CO,2021-08-09 00:00:47,5.4906,-70.4092,scattered clouds,77.77,84,25,4.65
271,Bere,TD,2021-08-09 00:00:47,9.3202,16.1552,overcast clouds,71.8,94,91,3.31
272,Corner Brook,CA,2021-08-08 23:59:06,48.9667,-57.9484,broken clouds,64.53,94,51,2.55
273,Chato,TZ,2021-08-09 00:00:48,-2.6378,31.7669,broken clouds,69.39,65,55,2.39
274,East London,ZA,2021-08-08 23:57:04,-33.0153,27.9116,scattered clouds,62.91,75,32,15.79
275,Sao Joao Da Barra,BR,2021-08-08 23:55:59,-21.6403,-41.0511,few clouds,69.28,81,20,13.09
276,Jacqueville,CI,2021-08-09 00:00:49,5.2052,-4.4146,light rain,76.91,90,72,13.91
277,Jumla,NP,2021-08-08 23:57:45,29.2747,82.1838,overcast clouds,63.19,94,100,2.01
278,Tabriz,IR,2021-08-08 23:57:45,38.08,46.2919,clear sky,78.26,34,0,4.61
279,Vardo,NO,2021-08-08 23:51:37,70.3705,31.1107,clear sky,55.0,78,6,6.98
280,Tecoanapa,MX,2021-08-09 00:00:50,16.5167,-98.75,moderate rain,81.99,83,30,6.71
281,Gorin,RU,2021-08-09 00:00:50,51.1983,136.6669,light rain,51.57,97,100,3.29
282,Hervey Bay,AU,2021-08-08 23:51:12,-25.2986,152.8535,broken clouds,64.51,72,84,12.91
283,Mitsamiouli,KM,2021-08-09 00:00:51,-11.3847,43.2844,clear sky,76.14,64,6,6.02
284,San Patricio,US,2021-08-09 00:00:52,28.017,-97.5169,scattered clouds,91.49,61,31,18.16
285,Homer,US,2021-08-09 00:00:17,59.6425,-151.5483,light rain,57.09,85,90,9.22
286,Neyshabur,IR,2021-08-09 00:00:52,36.2133,58.7958,clear sky,77.25,21,0,4.68
287,Rio Gallegos,AR,2021-08-09 00:00:53,-51.6226,-69.2181,broken clouds,38.41,73,78,11.43
288,Tahoua,NE,2021-08-09 00:00:53,14.8888,5.2692,scattered clouds,84.81,59,50,13.09
289,Maltahohe,NA,2021-08-09 00:00:54,-24.8333,16.9833,scattered clouds,53.89,36,48,9.31
290,Madison,US,2021-08-08 23:59:22,34.7334,-86.5667,clear sky,85.68,72,1,1.01
291,Esmeraldas,BR,2021-08-09 00:00:55,-19.7625,-44.3139,overcast clouds,64.13,63,93,8.81
292,Mahibadhoo,MV,2021-08-09 00:00:56,3.7833,72.9667,overcast clouds,82.92,73,100,14.07
293,Matara,LK,2021-08-08 23:58:25,5.9485,80.5353,overcast clouds,76.41,91,95,8.7
294,Stanger,ZA,2021-08-09 00:00:57,-29.3282,31.2895,clear sky,64.99,26,0,5.99
295,Glace Bay,CA,2021-08-09 00:00:58,46.1969,-59.957,scattered clouds,62.38,88,35,4.0
296,Yantzaza,EC,2021-08-09 00:00:58,-3.8278,-78.7594,broken clouds,70.93,81,65,1.03
297,Flinders,AU,2021-08-09 00:00:59,-34.5833,150.8552,overcast clouds,58.21,85,100,3.0
298,Moscow,RU,2021-08-08 23:57:47,55.7522,37.6156,clear sky,65.14,80,1,2.37
299,Leningradskiy,RU,2021-08-09 00:00:59,69.3833,178.4167,scattered clouds,40.55,75,28,18.16
300,Ponta Delgada,PT,2021-08-09 00:01:00,37.7333,-25.6667,broken clouds,70.52,88,75,11.5
301,Rancho Cucamonga,US,2021-08-08 23:58:42,34.1064,-117.5931,clear sky,102.58,28,1,10.0
302,Alyangula,AU,2021-08-08 23:57:02,-13.8483,136.4192,broken clouds,75.07,78,75,3.44
303,Hailey,US,2021-08-09 00:01:01,43.5196,-114.3153,clear sky,78.66,34,1,6.91
304,San Ramon,US,2021-08-08 23:58:18,37.7799,-121.978,clear sky,93.29,53,0,5.99
305,Salinopolis,BR,2021-08-09 00:01:02,-0.6136,-47.3561,few clouds,79.54,80,14,11.52
306,Lavrentiya,RU,2021-08-09 00:01:02,65.5833,-171.0,scattered clouds,48.51,67,42,14.99
307,Buala,SB,2021-08-09 00:01:02,-8.145,159.5921,light rain,83.44,69,33,3.8
308,Colares,PT,2021-08-08 23:59:09,38.7992,-9.4469,clear sky,64.44,75,0,17.78
309,Hasaki,JP,2021-08-09 00:01:03,35.7333,140.8333,broken clouds,88.2,80,70,24.47
310,Shushtar,IR,2021-08-09 00:01:04,32.0455,48.8567,clear sky,95.02,12,0,1.77
311,Port Hedland,AU,2021-08-08 23:57:06,-20.3167,118.5667,clear sky,59.05,55,6,5.75
312,Kedougou,SN,2021-08-09 00:01:04,12.5579,-12.1743,light rain,72.81,96,98,2.77
313,Bud,US,2021-08-09 00:01:04,39.447,-86.1758,broken clouds,82.8,70,77,5.37
314,Novi Troyany,UA,2021-08-09 00:01:05,45.9427,28.8563,clear sky,68.27,61,0,4.47
315,Viedma,AR,2021-08-08 23:51:40,-40.8135,-62.9967,broken clouds,42.24,66,78,5.59
316,Port Hueneme,US,2021-08-09 00:01:06,34.1478,-119.1951,clear sky,99.07,70,1,8.05
317,Itaperucu,BR,2021-08-09 00:01:06,-25.22,-49.3478,broken clouds,55.8,74,78,2.46
318,Kruisfontein,ZA,2021-08-09 00:01:06,-34.0033,24.7314,overcast clouds,50.88,86,100,7.45
319,Ningxiang,CN,2021-08-09 00:01:07,37.34,111.2052,few clouds,70.5,61,17,1.21
320,Ranong,TH,2021-08-09 00:01:07,9.9658,98.6348,broken clouds,79.97,88,81,7.02
321,Nelson Bay,AU,2021-08-09 00:01:08,-32.7167,152.15,overcast clouds,61.95,71,100,1.01
322,Bria,CF,2021-08-09 00:01:08,6.5423,21.9863,overcast clouds,66.11,93,92,4.18
323,Dunedin,NZ,2021-08-09 00:01:05,-45.8742,170.5036,broken clouds,43.81,68,82,5.01
324,Dabakala,CI,2021-08-09 00:01:09,8.3667,-4.4333,overcast clouds,72.66,93,97,4.56
325,Kemijarvi,FI,2021-08-09 00:01:09,66.7131,27.4306,overcast clouds,55.62,80,100,10.09
326,Paita,PE,2021-08-08 23:58:22,-5.0892,-81.1144,clear sky,66.52,74,8,17.98
327,Ambilobe,MG,2021-08-08 23:59:17,-13.2,49.05,overcast clouds,69.19,86,96,1.54
328,Nemuro,JP,2021-08-09 00:01:10,43.3236,145.575,overcast clouds,57.63,88,100,25.3
329,Conceicao Do Araguaia,BR,2021-08-09 00:01:10,-8.2578,-49.2647,clear sky,78.8,35,1,4.85
330,Cayenne,GF,2021-08-08 23:56:18,4.9333,-52.3333,clear sky,82.09,83,0,5.01
331,Formosa,AR,2021-08-09 00:01:11,-26.1775,-58.1781,broken clouds,78.82,33,55,5.75
332,Yulara,AU,2021-08-08 23:58:21,-25.2406,130.9889,clear sky,48.04,43,0,5.75
333,Puro,PH,2021-08-09 00:01:11,12.4841,123.3827,overcast clouds,81.45,82,100,5.5
334,Koster,ZA,2021-08-09 00:01:13,-25.863,26.8976,clear sky,49.62,35,0,5.75
335,Caravelas,BR,2021-08-09 00:01:13,-17.7125,-39.2481,clear sky,68.13,84,0,5.75
336,Kuusamo,FI,2021-08-09 00:01:13,65.9667,29.1833,clear sky,55.44,82,0,6.91
337,Shitanjing,CN,2021-08-08 23:56:48,39.2342,106.3439,clear sky,75.25,36,0,9.01
338,Evensk,RU,2021-08-08 23:58:11,61.95,159.2333,scattered clouds,63.84,45,25,11.63
339,Bac Lieu,VN,2021-08-09 00:01:14,9.285,105.7244,broken clouds,81.91,80,60,10.94
340,Baringo,KE,2021-08-09 00:01:14,0.4667,35.9667,light rain,69.21,73,79,3.98
341,Bathsheba,BB,2021-08-08 23:57:15,13.2167,-59.5167,scattered clouds,83.01,74,40,18.41
342,Puerto Escondido,MX,2021-08-08 23:51:29,15.85,-97.0667,broken clouds,81.46,82,77,7.05
343,Leo,BF,2021-08-09 00:01:14,11.1,-2.1,light rain,72.3,93,77,6.58
344,Shirokiy,RU,2021-08-09 00:01:15,49.758,129.523,overcast clouds,57.36,79,100,9.13
345,Kos,GR,2021-08-08 23:56:40,36.8933,27.2889,clear sky,78.71,63,0,9.95
346,Russell,US,2021-08-08 23:52:29,32.3502,-85.1999,clear sky,90.68,69,1,0.0
347,Havoysund,NO,2021-08-08 23:58:32,70.9963,24.6622,broken clouds,65.28,71,53,11.25
348,Yakima,US,2021-08-09 00:01:16,46.4665,-120.6678,clear sky,77.63,37,3,13.91
349,Te Anau,NZ,2021-08-09 00:01:16,-45.4167,167.7167,broken clouds,38.3,85,70,2.84
350,Pavlodar,KZ,2021-08-09 00:01:16,52.3,76.95,mist,58.8,100,40,4.47
351,Kokopo,PG,2021-08-08 23:59:42,-4.352,152.2633,broken clouds,82.85,66,60,4.52
352,Akureyri,IS,2021-08-09 00:01:16,65.6835,-18.0878,overcast clouds,59.5,82,97,1.83
353,Dinghai,CN,2021-08-09 00:01:17,26.2847,119.7936,light rain,79.79,88,38,2.33
354,Moree,AU,2021-08-08 23:52:08,-29.4667,149.85,broken clouds,59.02,67,67,10.36
355,Gaogou,CN,2021-08-09 00:01:17,34.0175,119.1886,light rain,79.16,82,100,0.47
356,Chegutu,ZW,2021-08-09 00:01:18,-18.1302,30.1407,clear sky,54.84,42,0,5.17
357,Beringovskiy,RU,2021-08-08 23:53:14,63.05,179.3167,overcast clouds,43.95,83,100,19.66
358,Hay River,CA,2021-08-08 23:51:19,60.8156,-115.7999,broken clouds,51.78,66,75,1.14
359,Hit,IQ,2021-08-09 00:01:18,33.6416,42.8251,clear sky,90.21,23,0,10.13
360,Cedar City,US,2021-08-08 23:59:25,37.6775,-113.0619,clear sky,88.39,7,0,14.97
361,Harbour Breton,CA,2021-08-09 00:01:18,47.4833,-55.7983,overcast clouds,59.45,82,91,14.79
362,Marsh Harbour,BS,2021-08-09 00:01:19,26.5412,-77.0636,few clouds,83.66,71,15,9.55
363,Yerbogachen,RU,2021-08-09 00:01:19,61.2767,108.0108,clear sky,60.28,48,2,3.36
364,Faya,SA,2021-08-09 00:01:19,18.3851,42.4509,broken clouds,71.56,41,58,4.43
365,Bethanien,NA,2021-08-09 00:01:20,-26.502,17.1583,few clouds,52.29,43,20,8.03
366,Laramie,US,2021-08-09 00:01:20,41.3114,-105.5911,few clouds,84.79,15,16,11.59
367,Karmala,IN,2021-08-09 00:01:21,18.4167,75.2,overcast clouds,75.54,82,95,10.33
368,San Carlos,VE,2021-08-09 00:01:21,9.6612,-68.5827,broken clouds,74.89,91,61,1.14
369,Puerto Baquerizo Moreno,EC,2021-08-09 00:01:22,-0.9,-89.6,scattered clouds,69.76,80,29,14.99
370,Mogadishu,SO,2021-08-08 23:58:07,2.0371,45.3438,light rain,76.33,87,92,18.7
371,Henties Bay,NA,2021-08-09 00:00:51,-22.116,14.2845,scattered clouds,51.85,93,47,6.4
372,Myitkyina,MM,2021-08-09 00:01:22,25.3833,97.4,moderate rain,75.27,99,100,0.92
373,Agadez,NE,2021-08-08 23:58:54,19.75,10.25,overcast clouds,89.98,29,85,6.78
374,Itarema,BR,2021-08-09 00:01:23,-2.9248,-39.9167,few clouds,79.38,78,20,18.37
375,San Pedro,PH,2021-08-09 00:01:23,14.35,121.0167,overcast clouds,84.31,78,94,7.16
376,Vasvar,HU,2021-08-09 00:01:23,47.0493,16.7995,overcast clouds,67.01,86,100,16.84
377,Kargat,RU,2021-08-09 00:01:24,55.1956,80.2811,light rain,60.94,97,100,6.42
378,Teofilo Otoni,BR,2021-08-08 23:58:56,-17.8575,-41.5053,overcast clouds,65.3,75,100,4.0
379,Cabedelo,BR,2021-08-08 23:52:59,-6.9811,-34.8339,scattered clouds,75.87,85,42,12.03
380,Athabasca,CA,2021-08-08 23:58:52,54.7169,-113.2854,broken clouds,64.81,45,73,6.71
381,Pangody,RU,2021-08-09 00:01:24,65.85,74.4859,clear sky,54.14,82,5,14.7
382,Pangnirtung,CA,2021-08-09 00:01:25,66.1451,-65.7125,light rain,43.66,78,100,4.54
383,Waingapu,ID,2021-08-09 00:01:25,-9.6567,120.2641,broken clouds,78.49,63,68,10.94
384,Tuatapere,NZ,2021-08-09 00:01:25,-46.1333,167.6833,overcast clouds,39.81,94,98,5.06
385,Yamada,JP,2021-08-09 00:01:26,39.4667,141.95,overcast clouds,76.21,98,100,8.03
386,Magadan,RU,2021-08-09 00:01:26,59.5667,150.8,clear sky,61.99,58,8,7.43
387,Yerofey Pavlovich,RU,2021-08-09 00:01:26,53.9667,121.9667,light rain,50.04,98,100,11.52
388,Kailahun,SL,2021-08-09 00:01:26,8.2833,-10.5667,light rain,70.25,100,100,2.13
389,Wadi Maliz,TN,2021-08-09 00:01:27,36.4681,8.5495,clear sky,84.83,48,7,0.92
390,Palmer,US,2021-08-08 23:57:14,42.1584,-72.3287,broken clouds,76.42,77,81,2.91
391,Westport,US,2021-08-08 23:51:16,41.1415,-73.3579,moderate rain,76.32,88,90,12.66
392,Garissa,KE,2021-08-09 00:01:27,-0.4536,39.6401,broken clouds,72.12,77,57,14.29
393,Lorengau,PG,2021-08-08 23:58:36,-2.0226,147.2712,broken clouds,83.61,73,64,9.1
394,Tokur,RU,2021-08-09 00:01:28,53.1333,132.9,overcast clouds,46.49,89,100,2.35
395,Urucara,BR,2021-08-09 00:01:28,-2.5364,-57.76,overcast clouds,82.99,52,85,2.3
396,Socoltenango,MX,2021-08-09 00:01:28,16.2167,-92.25,overcast clouds,66.97,86,89,4.99
397,Laguna,US,2021-08-08 23:53:04,38.421,-121.4238,clear sky,102.31,35,1,4.0
398,Jalu,LY,2021-08-09 00:01:28,29.0331,21.5482,clear sky,84.09,40,0,9.28
399,Severnoye,RU,2021-08-08 23:55:20,56.3491,78.3619,broken clouds,58.86,95,61,6.26
400,San Quintin,MX,2021-08-09 00:01:29,30.4833,-115.95,few clouds,72.37,67,12,9.93
401,Champerico,GT,2021-08-09 00:01:29,14.3,-91.9167,overcast clouds,82.35,82,94,5.93
402,Naze,JP,2021-08-08 23:56:59,28.3667,129.4833,clear sky,83.32,79,5,12.37
403,Bakchar,RU,2021-08-09 00:01:30,57.0186,82.0711,broken clouds,58.8,94,84,3.53
404,Chapais,CA,2021-08-09 00:01:30,49.7834,-74.8492,overcast clouds,63.19,57,96,5.7
405,Hibbing,US,2021-08-09 00:01:30,47.4272,-92.9377,scattered clouds,74.7,83,40,6.91
406,Praia Da Vitoria,PT,2021-08-09 00:01:31,38.7333,-27.0667,few clouds,71.76,88,14,16.8
407,Izhma,RU,2021-08-08 23:58:01,65.0083,53.9113,broken clouds,46.18,89,82,3.22
408,Pryozerne,UA,2021-08-09 00:01:31,45.2698,36.3303,overcast clouds,72.27,77,97,9.6
409,Conde,BR,2021-08-09 00:01:32,-7.2597,-34.9075,scattered clouds,71.31,89,27,8.57
410,Gorodets,RU,2021-08-09 00:01:32,56.6514,43.475,light rain,73.08,64,100,5.99
411,Bongandanga,CD,2021-08-09 00:01:32,1.5,21.05,broken clouds,70.07,93,53,2.37
412,Hobyo,SO,2021-08-09 00:01:33,5.3505,48.5268,scattered clouds,76.3,86,47,22.77
413,Chimbote,PE,2021-08-09 00:01:33,-9.0853,-78.5783,few clouds,63.41,83,12,12.3
414,Makakilo City,US,2021-08-08 23:52:58,21.3469,-158.0858,overcast clouds,82.72,59,90,6.91
415,Atocha,BO,2021-08-09 00:01:33,-20.9333,-66.2333,clear sky,44.92,24,1,12.03
416,Okhotsk,RU,2021-08-08 23:52:50,59.3833,143.3,scattered clouds,64.76,68,33,10.36
417,Novopokrovka,UA,2021-08-09 00:01:34,49.8425,36.5477,overcast clouds,70.18,59,96,4.47
418,Buraydah,SA,2021-08-08 23:53:03,26.326,43.975,overcast clouds,91.85,15,88,8.57
419,Kloulklubed,PW,2021-08-09 00:00:01,7.0419,134.2556,moderate rain,82.9,73,100,10.65
420,Launceston,AU,2021-08-08 23:55:34,-41.45,147.1667,overcast clouds,50.81,98,90,8.05
421,Mehamn,NO,2021-08-08 23:58:49,71.0357,27.8492,clear sky,58.08,66,10,7.94
422,Marsaxlokk,MT,2021-08-09 00:01:34,35.8419,14.5431,clear sky,81.21,83,0,8.05
423,Vikulovo,RU,2021-08-09 00:01:35,56.8167,70.6107,scattered clouds,60.6,96,40,7.18
424,Janauba,BR,2021-08-08 23:58:02,-15.8025,-43.3089,scattered clouds,69.01,60,50,13.02
425,Sao Lourenco Do Sul,BR,2021-08-09 00:01:35,-31.3653,-51.9783,scattered clouds,62.92,83,28,6.67
426,Mount Isa,AU,2021-08-08 23:52:06,-20.7333,139.5,clear sky,69.57,21,0,9.22
427,Xiaoyi,CN,2021-08-09 00:01:36,34.6178,109.703,clear sky,78.71,67,8,4.54
428,Anzio,IT,2021-08-09 00:01:36,41.4853,12.6179,broken clouds,79.86,99,79,9.04
429,Thinadhoo,MV,2021-08-09 00:01:36,0.5333,72.9333,overcast clouds,80.56,74,87,2.84
430,Kimbe,PG,2021-08-08 23:59:09,-5.5502,150.1429,light rain,84.06,66,73,2.59
431,Isla Vista,US,2021-08-09 00:01:37,34.4133,-119.861,scattered clouds,98.08,67,40,12.66
432,Balasheyka,RU,2021-08-09 00:01:37,53.2841,48.0851,overcast clouds,68.77,49,99,4.05
433,Thurles,IE,2021-08-09 00:01:37,52.6819,-7.8022,clear sky,54.18,97,4,5.57
434,Uray,RU,2021-08-09 00:01:38,60.1247,64.7758,light rain,59.92,94,91,8.9
435,Mabay,PH,2021-08-09 00:01:38,6.0577,124.4666,overcast clouds,80.37,72,100,0.78
436,Kharan,PK,2021-08-09 00:01:38,28.5833,65.4167,clear sky,83.75,13,0,4.27
437,Lagoa,PT,2021-08-09 00:01:39,39.05,-27.9833,clear sky,71.44,87,9,18.5
438,Touros,BR,2021-08-09 00:01:39,-5.1989,-35.4608,scattered clouds,75.65,83,35,14.7
439,Vila Velha,BR,2021-08-08 23:57:11,-20.3297,-40.2925,broken clouds,64.35,94,75,2.3
440,Makat,KZ,2021-08-09 00:01:39,47.6469,53.3463,scattered clouds,78.12,35,46,9.17
441,Kangaatsiaq,GL,2021-08-08 23:51:46,68.3065,-53.4641,overcast clouds,41.07,94,100,12.59
442,Acarau,BR,2021-08-09 00:01:39,-2.8856,-40.12,few clouds,79.39,78,17,19.35
443,Mega,ET,2021-08-09 00:01:40,4.05,38.3,broken clouds,61.07,64,83,13.35
444,Aden,YE,2021-08-09 00:00:05,12.7794,45.0367,broken clouds,82.62,85,67,13.71
445,Cape Canaveral,US,2021-08-08 23:59:51,28.4058,-80.6048,overcast clouds,82.98,90,100,7.52
446,Sao Felix Do Xingu,BR,2021-08-08 23:56:43,-6.6447,-51.995,scattered clouds,79.9,39,31,2.39
447,Belmonte,BR,2021-08-09 00:01:40,-15.8631,-38.8828,scattered clouds,70.14,84,45,10.07
448,Ambon,ID,2021-08-09 00:01:41,-3.6954,128.1814,light rain,77.14,100,40,3.44
449,Zaysan,KZ,2021-08-09 00:01:41,47.4667,84.8667,broken clouds,69.93,29,60,5.41
450,Loiza,PR,2021-08-09 00:01:41,18.4313,-65.8802,overcast clouds,82.87,85,91,13.13
451,Rorvik,NO,2021-08-09 00:01:41,64.8621,11.2373,broken clouds,57.15,86,83,9.89
452,Carmen,MX,2021-08-08 23:59:54,18.6333,-91.8333,few clouds,84.61,76,14,15.19
453,Visnes,NO,2021-08-09 00:01:42,59.3556,5.2242,scattered clouds,61.57,94,40,8.05
454,Porto Velho,BR,2021-08-09 00:01:42,-8.7619,-63.9039,clear sky,81.64,34,3,1.07
455,Nacala,MZ,2021-08-09 00:01:42,-14.5428,40.6728,clear sky,66.04,83,0,5.93
456,Kitgum,UG,2021-08-09 00:01:43,3.2783,32.8867,light rain,63.55,95,82,0.98
457,Nairobi,KE,2021-08-08 23:58:51,-1.2833,36.8167,light rain,62.96,72,75,4.61
458,Jabinyanah,TN,2021-08-09 00:01:43,35.035,10.9081,clear sky,80.89,86,0,6.13
459,Orlik,RU,2021-08-09 00:01:44,52.5178,99.825,overcast clouds,55.27,68,86,1.57
460,Trapani,IT,2021-08-09 00:01:44,37.8333,12.6667,scattered clouds,80.78,65,34,10.69
461,Malakal,SS,2021-08-08 23:58:51,9.5334,31.6605,overcast clouds,71.31,94,100,0.43
462,Rawson,AR,2021-08-08 23:58:58,-43.3002,-65.1023,clear sky,45.18,63,0,5.68
463,Shimoda,JP,2021-08-08 23:52:46,34.6667,138.95,broken clouds,82.76,94,71,22.7
464,Kyshtovka,RU,2021-08-09 00:01:45,56.555,76.6271,broken clouds,59.63,96,82,6.49
465,Khash,IR,2021-08-09 00:01:45,28.2211,61.2158,clear sky,77.41,15,2,2.86
466,Pinega,RU,2021-08-08 23:58:55,64.7001,43.3936,light rain,54.57,86,100,6.46
467,San Andres,CO,2021-08-09 00:01:45,12.5847,-81.7006,overcast clouds,81.64,81,100,17.11
468,Dongning,CN,2021-08-09 00:01:46,44.0622,131.1207,overcast clouds,67.66,72,100,3.4
469,Antsohihy,MG,2021-08-08 23:58:05,-14.8796,47.9875,clear sky,65.62,92,0,1.16
470,Pimentel,PE,2021-08-08 23:57:59,-6.8367,-79.9342,clear sky,66.49,80,0,5.01
471,Svetlogorsk,BY,2021-08-08 23:52:53,52.6333,29.7333,broken clouds,65.32,68,53,5.19
472,Gimli,CA,2021-08-09 00:01:46,50.6336,-96.9907,scattered clouds,94.42,22,29,18.41
473,Kyren,RU,2021-08-09 00:01:47,51.6828,102.1408,clear sky,59.38,72,2,0.36
474,Sovetskiy,RU,2021-08-09 00:01:47,61.3614,63.5842,overcast clouds,58.93,94,99,8.55
475,Santo Antonio Do Leverger,BR,2021-08-09 00:01:47,-15.8656,-56.0767,scattered clouds,80.94,29,39,2.59
476,Emmett,US,2021-08-09 00:01:48,43.8735,-116.4993,scattered clouds,87.17,24,36,4.0
477,Kon Tum,VN,2021-08-09 00:01:48,14.35,108.0,broken clouds,74.55,96,79,1.83
478,College,US,2021-08-08 23:59:11,64.8569,-147.8028,overcast clouds,66.58,75,90,6.91
479,Bourail,NC,2021-08-08 23:52:12,-21.5667,165.4833,scattered clouds,70.54,50,50,13.31
480,Broome,US,2021-08-09 00:01:49,42.2506,-75.833,scattered clouds,78.66,78,43,1.52
481,Smithers,CA,2021-08-09 00:01:49,54.7804,-127.1743,few clouds,77.14,39,19,8.21
482,Khilok,RU,2021-08-09 00:01:49,51.3674,110.4676,clear sky,57.99,72,9,4.05
483,Saldanha,ZA,2021-08-09 00:01:50,-33.0117,17.9442,light rain,55.45,81,100,20.51
484,Yatou,CN,2021-08-09 00:01:50,37.15,122.3833,broken clouds,79.0,69,65,5.57
485,Dakar,SN,2021-08-08 23:57:40,14.6937,-17.4441,thunderstorm,82.53,83,40,0.0
486,Rio Grande,BR,2021-08-08 23:59:18,-32.035,-52.0986,overcast clouds,61.21,84,95,8.55
487,Hokitika,NZ,2021-08-08 23:58:13,-42.7167,170.9667,clear sky,43.79,59,1,2.68
488,Bereda,ES,2021-08-09 00:01:50,43.2686,-7.5406,broken clouds,56.57,100,76,1.66
489,Anloga,GH,2021-08-08 23:57:09,5.7947,0.8973,overcast clouds,77.22,91,86,15.01
490,Yoichi,JP,2021-08-09 00:01:34,43.2039,140.7703,light rain,75.34,85,100,4.09
491,Kidal,ML,2021-08-09 00:01:51,18.4411,1.4078,scattered clouds,87.57,39,36,0.69
492,Vao,NC,2021-08-09 00:01:51,-22.6667,167.4833,scattered clouds,66.65,70,37,20.29
493,Klaksvik,FO,2021-08-08 23:59:58,62.2266,-6.589,overcast clouds,49.12,94,95,5.86
494,Krasnyy Chikoy,RU,2021-08-09 00:01:52,50.3643,108.7512,broken clouds,56.89,87,74,2.89
495,Sisimiut,GL,2021-08-08 23:52:02,66.9395,-53.6735,overcast clouds,43.18,79,92,4.7
496,Sinnamary,GF,2021-08-08 23:55:18,5.3833,-52.95,broken clouds,79.43,83,84,12.01
497,Kahta,TR,2021-08-09 00:01:52,37.7855,38.6237,clear sky,72.77,49,0,1.28
498,Grants Pass,US,2021-08-09 00:01:52,42.439,-123.3284,clear sky,91.18,26,1,4.0
499,Tucuman,AR,2021-08-09 00:01:53,-26.8241,-65.2226,few clouds,62.4,42,14,1.34
500,Khvalynsk,RU,2021-08-09 00:01:53,52.4906,48.1058,overcast clouds,70.48,52,85,4.76
501,Cukai,MY,2021-08-09 00:01:54,4.25,103.4167,few clouds,77.74,87,11,4.36
502,Vanavara,RU,2021-08-09 00:01:54,60.34,102.2797,overcast clouds,61.88,57,100,4.38
503,Haikou,CN,2021-08-09 00:01:55,20.0458,110.3417,overcast clouds,85.15,79,100,1.66
504,Gao,ML,2021-08-09 00:01:46,16.6362,1.637,scattered clouds,91.15,40,40,5.57
505,Zabrani,RO,2021-08-09 00:01:55,46.0667,21.55,scattered clouds,74.57,65,26,4.72
506,Csengele,HU,2021-08-09 00:01:55,46.5423,19.8636,overcast clouds,71.8,77,99,7.94
507,Roma,US,2021-08-09 00:01:54,43.2128,-75.4557,broken clouds,78.94,79,75,4.61
508,Maniitsoq,GL,2021-08-08 23:58:11,65.4167,-52.9,scattered clouds,42.06,81,45,1.36
509,Dryden,CA,2021-08-09 00:01:56,49.7833,-92.7503,scattered clouds,79.7,50,32,4.09
510,Eureka,US,2021-08-09 00:01:56,40.8021,-124.1637,scattered clouds,71.2,69,32,8.99
511,Bose,IT,2021-08-09 00:01:57,45.4612,8.0137,few clouds,65.79,70,18,6.71
512,Maceio,BR,2021-08-08 23:57:28,-9.6658,-35.7353,mist,72.84,94,75,6.91
513,Bilma,NE,2021-08-09 00:01:57,18.6853,12.9164,scattered clouds,92.98,30,34,4.99
514,Yarmouth,US,2021-08-09 00:01:58,41.7057,-70.2286,clear sky,76.96,86,1,4.61
515,Sindor,RU,2021-08-09 00:01:58,62.8629,51.8905,overcast clouds,48.11,88,98,3.78
516,Sept-Iles,CA,2021-08-09 00:01:59,50.2001,-66.3821,clear sky,59.25,74,2,1.99
517,Kilindoni,TZ,2021-08-09 00:01:59,-7.9139,39.6668,clear sky,75.69,74,7,12.75
518,Saint-Pierre,RE,2021-08-09 00:01:59,-21.3393,55.4781,clear sky,68.29,69,0,4.61
519,Glendive,US,2021-08-09 00:02:00,47.1053,-104.7125,clear sky,101.52,16,1,9.22
