City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Jaguarao,BR,2021-08-08 23:32:15,-32.5661,-53.3758,65.3,80,97,3.98
280,Rehti,IN,2021-08-08 23:32:16,22.7333,77.4333,75.52,96,100,5.21
281,Charlottetown,CA,2021-08-08 23:32:16,46.2352,-63.1267,63.05,66,40,10.36
282,Chapais,CA,2021-08-08 23:32:17,49.7834,-74.8492,69.58,57,96,5.7
283,Esperance,AU,2021-08-08 23:32:18,-33.8667,121.9,58.84,74,1,20.54
284,Omsukchan,RU,2021-08-08 23:32:18,62.5333,155.8,57.7,50,8,7.31
285,Manica,FR,2021-08-08 23:32:18,49.0,-1.1667,58.41,91,100,9.01
286,Maputo,MZ,2021-08-08 23:32:19,-25.9653,32.5892,62.28,72,20,10.36
287,Grenada,ES,2021-08-08 23:32:20,37.1882,-3.6067,73.9,48,0,1.14
288,Puerto Baquerizo Moreno,EC,2021-08-08 23:32:20,-0.9,-89.6,69.76,80,29,14.99
289,Clyde River,CA,2021-08-08 23:32:20,70.4692,-68.5914,44.83,87,90,13.8
290,Saint Anthony,US,2021-08-08 23:32:20,45.0205,-93.218,78.82,75,75,1.01
291,Birjand,IR,2021-08-08 23:32:21,32.8663,59.2211,68.47,21,0,0.0
292,Caravelas,BR,2021-08-08 23:32:22,-17.7125,-39.2481,68.13,84,0,5.75
293,Ranong,TH,2021-08-08 23:32:22,9.9658,98.6348,76.93,88,81,7.02
